"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYSD","DYSD_ATTRIBUTES","DYSN","DYSN_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","EVAP","EVAP_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HN01","HN01_ATTRIBUTES","HN02","HN02_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","HX01","HX01_ATTRIBUTES","HX02","HX02_ATTRIBUTES","LN01","LN01_ATTRIBUTES","LN02","LN02_ATTRIBUTES","LX01","LX01_ATTRIBUTES","LX02","LX02_ATTRIBUTES","MN01","MN01_ATTRIBUTES","MN02","MN02_ATTRIBUTES","MX01","MX01_ATTRIBUTES","MX02","MX02_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES"
"USC00116344","2016-03","40.1101","-87.9567","205.7","OGDEN, IL US","4.3",",7","0.0","7","0.0",",7","10",",7","8",",7","1",",7","0",",7","0",",7","0",",7","11",",7","0",",7","2",",7","0",",7","19","","20160303",",,7","20160303",",,7","20160303",",,7","","","20160331",",,7","20160316",",,7","-7.2",",7,03,","0",",T,7,03,","5",",,7,03,","27.9",",,7,31,","23.3",",7,16,","","","2422.4","7","  10.6",",,,7,3,2","  12.2",",,,7,5,2","310.6",",7","  13.9",",,,7,3,2","  15.0",",,,7,5,2","   1.7",",,,7,3,2","   2.8",",,,7,5,2","   2.2",",,,7,3,2","   3.9",",,,7,5,2","   6.0",",,,7,3,2","   8.1",",,,7,5,2","   8.8",",,,7,3,2","  10.1",",,,7,5,2","88.6",",,,7","5",",,,7","8.31",",7","13.80",",,,7","2.83",",,,7","247",",7","21.5",",7"
"USC00116344","2016-04","40.1101","-87.9567","205.7","OGDEN, IL US","3.8",",7","8.7","7","8.7",",7","11",",7","6",",7","1",",7","0",",7","0",",7","0",",7","8",",7","0",",7","12",",7","0",",7","18","","20160410","+,,7","20160410",",,7","20160428","+,,7","","","20160428",",,7","20160419",",,7","-3.3",",7,10,+","0",",T,7,10,","0",",T,7,28,+","31.5",",,7,28,","28.9",",7,19,","67.3","2,,,7","2643.0","7","  14.4",",,,7,3,2","  18.9",",,,7,5,2","220.6",",7","  19.4",",,,7,3,2","  20.0",",,,7,5,2","   3.3",",,,7,3,2","   5.0",",,,7,5,2","   5.6",",,,7,3,2","   6.7",",,,7,5,2","   9.1",",,,7,3,2","  11.5",",,,7,5,2","  12.4",",,,7,3,2","  13.8",",,,7,5,2","101.7",",,,7","0",",T,,7","11.27",",7","17.66",",,,7","4.88",",,,7","270",",7","25.0",",7"
"USC00116344","2016-05","40.1101","-87.9567","205.7","OGDEN, IL US","3.8",",7","45.3","7","36.6",",7","16",",7","9",",7","0",",7","0",",7","0",",7","0",",7","0",",7","0",",7","15",",7","0",",7","24","","20160516","+,,7","20160531","+,,7","20160531","+,,7","","","20160501",",,7","20160531",",,7","5.0",",7,16,+","0",",,7,31,+","0",",,7,31,+","20.8",",,7,01,","30.6",",7,31,","101.2",",,,7","2748.0","7","  19.4",",,,7,3,2","  21.1",",,,7,5,2","105.0",",7","  25.0",",,,7,3,2","  23.3",",,,7,5,2","  10.0",",,,7,3,2","  12.8",",,,7,5,2","  13.9",",,,7,3,2","  15.6",",,,7,5,2","  14.2",",,,7,3,2","  16.7",",,,7,5,2","  17.8",",,,7,3,2","  18.8",",,,7,5,2","84.2",",,,7","0",",,,7","16.13",",7","21.32",",,,7","10.93",",,,7","292",",7","21.0",",7"
"USC00116344","2016-06","40.1101","-87.9567","205.7","OGDEN, IL US","2.8",",7","185.1","7","139.8",",7","10",",7","8",",7","1",",7","0",",7","0",",7","0",",7","0",",7","0",",7","30",",7","4",",7","19","","20160630","+,,7","20160630","+,,7","20160630","+,,7","","","20160623",",,7","20160612","+,,7","11.1",",7,30,+","0",",,7,30,+","0",",,7,30,+","31.8",",,7,23,","33.3",",7,12,+","135.6",",,,7","2750.5","7","  24.4",",,,7,3,2","  26.1",",,,7,5,2","2.5",",7","  30.0",",,,7,3,2","  28.3",",,,7,5,2","  17.8",",,,7,3,2","  20.0",",,,7,5,2","  21.1",",,,7,3,2","  21.7",",,,7,5,2","  21.4",",,,7,3,2","  23.1",",,,7,5,2","  25.9",",,,7,3,2","  25.5",",,,7,5,2","130.2",",,,7","0",",,,7","22.91",",7","28.59",",,,7","17.22",",,,7","292",",7","20.1",",7"
"USC00116344","2016-07","40.1101","-87.9567","205.7","OGDEN, IL US","1.7",",7","333.8","7","148.7",",7","12",",7","8",",7","1",",7","0",",7","0",",7","0",",7","0",",7","0",",7","29",",7","1",",7","30","","20160703",",,7","20160731","+,,7","20160731","+,,7","2","","20160714",",,7","20160725",",,7","12.2",",7,03,","0",",,7,31,+","0",",,7,31,+","25.7",",,7,14,","32.2",",7,25,","120.5","1,,,7","4.5","7","  25.0",",,,7,3,2","  28.3",",,,7,5,2","4.5",",7","  28.9",",,,7,3,2","  31.1",",,,7,5,2","  18.9",",,,7,3,2","  21.1",",,,7,5,2","  20.0",",,,7,3,2","  22.2",",,,7,5,2","  22.4",",,,7,3,2","  25.2",",,,7,5,2","  26.4",",,,7,3,2","  27.7",",,,7,5,2","111.2",",,,7","0",",,,7","22.99",",7","27.03",",,,7","18.94",",,,7","270",",7","20.1",",7"
"USC00116344","2016-08","40.1101","-87.9567","205.7","OGDEN, IL US","1.2",",7","491.5","7","157.7",",7","10",",7","8",",7","3",",7","0",",7","0",",7","0",",7","0",",7","0",",7","31",",7","1",",7","28","","20160823",",,7","20160831","+,,7","20160831","+,,7","1","","20160816",",,7","20160812",",,7","13.9",",7,23,","0",",,7,31,+","0",",,7,31,+","59.9",",,7,16,","32.2",",7,12,","89.8",",,,7","4.5","7","  25.0",",,,7,3,2","  27.8",",,,7,5,2","0.0",",7","  31.7",",,,7,3,2","  31.1",",,,7,5,2","  20.0",",,,7,3,2","  22.8",",,,7,5,2","  22.2",",,,7,3,2","  23.9",",,,7,5,2","  22.9",",,,7,3,2","  25.7",",,,7,5,2","  25.6",",,,7,3,2","  28.2",",,,7,5,2","171.5",",,,7","0",",,,7","23.42",",7","27.44",",,,7","19.40",",,,7","360",",7","20.1",",7"
"USC00116344","2016-09","40.1101","-87.9567","205.7","OGDEN, IL US","1.9",",7","587.5","7","96.0",",7","10",",7","8",",7","2",",7","0",",7","0",",7","0",",7","0",",7","0",",7","28",",7","2",",7","21","","20160928",",,7","20160930","+,,7","20160930","+,,7","2","","20160910",",,7","20160926",",,7","10.0",",7,28,","0",",,7,30,+","0",",,7,30,+","43.9",",,7,10,","33.3",",7,26,","71.3",",,,7","15.0","7","  23.3",",,,7,3,2","  26.1",",,,7,5,2","10.5",",7","  26.7",",,,7,3,2","  28.9",",,,7,5,2","  16.1",",,,7,3,2","  18.9",",,,7,5,2","  17.8",",,,7,3,2","  20.0",",,,7,5,2","  19.9",",,,7,3,2","  22.7",",,,7,5,2","  22.8",",,,7,3,2","  25.4",",,,7,5,2","136.9",",,,7","0",",,,7","21.18",",7","26.39",",,,7","15.98",",,,7","247",",7","22.4",",7"
"USC00116344","2016-10","40.1101","-87.9567","205.7","OGDEN, IL US","2.8",",7","610.3","7","22.8",",7","8",",7","6",",7","0",",7","0",",7","0",",7","0",",7","0",",7","0",",7","15",",7","0",",7","19","","20161023","+,,7","20161031","+,,7","20161031","+,,7","","","20161020",",,7","20161018",",,7","2.2",",7,23,+","0",",,7,31,+","0",",,7,31,+","18.3",",,7,20,","29.4",",7,18,","45.2",",,,7","127.2","7","  18.9","1,,,7,3,2","  21.7",",,,7,5,2","112.2",",7","  20.0","1,,,7,3,2","  23.3",",,,7,5,2","  12.2","1,,,7,3,2","  12.8",",,,7,5,2","  13.3","1,,,7,3,2","  13.9",",,,7,5,2","  15.0","1,,,7,3,2","  16.5",",,,7,5,2","  16.7","1,,,7,3,2","  18.0",",,,7,5,2","74.7",",,,7","0",",,,7","15.45",",7","20.86",",,,7","10.04",",,,7","180",",7","13.9",",7"
"USC00116344","2016-11","40.1101","-87.9567","205.7","OGDEN, IL US","3.5",",7","614.5","7","4.2",",7","7",",7","7",",7","0",",7","0",",7","0",",7","0",",7","9",",7","0",",7","4",",7","0",",7","23","","20161122",",,7","20161130","+,,7","20161130","+,,7","2","","20161119",",,7","20161102",",,7","-5.6",",7,22,","0",",,7,30,+","0",",,7,30,+","20.3",",,7,19,","26.1",",7,02,","","","425.9","7","  15.0",",,,7,3,2","  15.0",",,,7,5,2","298.7",",7","  17.2",",,,7,3,2","  16.7",",,,7,5,2","   5.0",",,,7,3,2","   5.6",",,,7,5,2","   5.6",",,,7,3,2","   6.1",",,,7,5,2","   9.1",",,,7,3,2","   9.6",",,,7,5,2","  10.6",",,,7,3,2","  10.9",",,,7,5,2","84.9",",,,7","0",",,,7","8.52",",7","13.72",",,,7","3.32",",,,7","247",",7","23.7",",7"
"USC00116344","2016-12","40.1101","-87.9567","205.7","OGDEN, IL US","3.9",",7","614.5","7","0.0",",7","9",",7","4",",7","0",",7","6",",7","2",",7","2",",7","25",",7","11",",7","0",",7","0",",7","16","","20161220","+,,7","20161221","+,,7","20161205",",,7","","","20161205",",,7","20161226",",,7","-18.9",",7,20,+","25",",,7,21,+","36",",,7,05,","11.4",",,7,05,","14.4",",7,26,","","","1044.8","7","   6.7",",,,7,3,2","   7.2",",,,7,5,2","618.9",",7","   8.3",",,,7,3,2","   8.3",",,,7,5,2","   0.0",",,,7,3,2","  -1.1",",,,7,5,2","   0.6",",,,7,3,2","  -0.6",",,,7,5,2","   2.3",",,,7,3,2","   2.2",",,,7,5,2","   3.2",",,,7,3,2","   3.0",",,,7,5,2","37.4",",,,7","85",",,,7","-1.63",",7","1.76",",,,7","-5.02",",,,7","270",",7","17.9",",7"
"USC00116344","2017-01","40.1101","-87.9567","205.7","OGDEN, IL US","3.9",",7","0.0","7","0.0",",7","14",",7","7",",7","1",",7","5",",7","0",",7","4",",7","20",",7","9",",7","0",",7","0",",7","28","","20170107",",,7","20170109","+,,7","20170105",",,7","","","20170120",",,7","20170122",",,7","-19.4",",7,07,","25",",,7,09,+","18",",,7,05,","32.0",",,7,20,","17.8",",7,22,","","","1616.2","7","   5.6",",,,7,3,2","   5.6",",,,7,5,2","571.4",",7","   6.7",",,,7,3,2","   6.7",",,,7,5,2","  -0.6",",,,7,3,2","  -0.6",",,,7,5,2","   0.0",",,,7,3,2","  -0.6",",,,7,5,2","   2.0",",,,7,3,2","   1.9",",,,7,5,2","   3.0",",,,7,3,2","   2.8",",,,7,5,2","79.0",",,,7","44",",,,7","-0.10",",7","3.92",",,,7","-4.12",",,,7","270",",7","24.6",",7"
"USC00116344","2017-02","40.1101","-87.9567","205.7","OGDEN, IL US","3.9",",7","0.0","7","0.0",",7","7",",7","2",",7","0",",7","2",",7","1",",7","0",",7","18",",7","3",",7","2",",7","0",",7","13","","20170210",",,7","20170210","+,,7","20170209",",,7","","","20170207",",,7","20170221",",,7","-11.7",",7,10,","51",",,7,10,+","56",",,7,09,","3.6",",,7,07,","22.2",",7,21,","","","2001.5","7","   9.4",",,,7,3,2","   9.4",",,,7,5,2","385.3",",7","  11.7",",,,7,3,2","  11.7",",,,7,5,2","   0.6",",,,7,3,2","   0.6",",,,7,5,2","   0.6",",,,7,3,2","   0.6",",,,7,5,2","   3.6",",,,7,3,2","   3.5",",,,7,5,2","   5.2",",,,7,3,2","   5.2",",,,7,5,2","10.8",",,,7","59",",,,7","4.57",",7","10.80",",,,7","-1.66",",,,7","225",",7","17.0",",7"
"USC00116344","2017-03","40.1101","-87.9567","205.7","OGDEN, IL US","3.7",",7","0.0","7","0.0",",7","14",",7","6",",7","0",",7","1",",7","1",",7","0",",7","17",",7","3",",7","2",",7","0",",7","15","","20170316",",,7","20170314",",,7","20170314",",,7","1","","20170331","+,,7","20170325",",,7","-9.4",",7,16,","51",",,7,14,","48",",,7,14,","20.1",",,7,31,+","23.9",",7,25,","","","2387.9","7","  10.0",",,,7,3,2","  10.6","1,,,7,5,2","386.4",",7","  11.1",",,,7,3,2","  11.7",",,,7,5,2","   1.1",",,,7,3,2","   0.6","1,,,7,5,2","   2.2",",,,7,3,2","   1.7",",,,7,5,2","   5.2",",,,7,3,2","   5.2","1,,,7,5,2","   6.9",",,,7,3,2","   7.4",",,,7,5,2","80.0",",,,7","66",",,,7","5.87",",7","11.18",",,,7","0.55",",,,7","225",",7","22.4",",7"
"USC00116344","2017-04","40.1101","-87.9567","205.7","OGDEN, IL US","3.9",",7","8.9","7","8.9",",7","12",",7","9",",7","2",",7","0",",7","0",",7","0",",7","0",",7","0",",7","12",",7","0",",7","19","","20170408","+,,7","20170430","+,,7","20170406",",,7","1","","20170430","+,,7","20170415",",,7","0.6",",7,08,+","0",",,7,30,+","0",",T,7,06,","31.5",",,7,30,+","28.3",",7,15,","76.8",",,,7","2545.1","7","  16.1",",,,7,3,2","  16.1",",,,7,5,2","157.2",",7","  20.0",",,,7,3,2","  19.4",",,,7,5,2","   7.2",",,,7,3,2","   6.7",",,,7,5,2","   8.9",",,,7,3,2","   8.9",",,,7,5,2","  11.5",",,,7,3,2","  11.8",",,,7,5,2","  14.2",",,,7,3,2","  14.7",",,,7,5,2","135.3",",,,7","0",",T,,7","13.39",",7","19.49",",,,7","7.30",",,,7","202",",7","23.7",",7"
"USC00116344","2017-05","40.1101","-87.9567","205.7","OGDEN, IL US","3.6",",7","38.1","7","29.2",",7","16",",7","11",",7","2",",7","0",",7","0",",7","0",",7","0",",7","0",",7","16",",7","0",",7","25","","20170508",",,7","20170531","+,,7","20170531","+,,7","1","","20170501",",,7","20170519",",,7","3.9",",7,08,","0",",,7,31,+","0",",,7,31,+","33.3",",,7,01,","31.1",",7,19,","66.9",",,,7","2651.6","7","  20.6",",,,7,3,2","  20.0",",,,7,5,2","106.5",",7","  25.0",",,,7,3,2","  22.2",",,,7,5,2","   8.3",",,,7,3,2","   8.9",",,,7,5,2","  11.7",",,,7,3,2","  12.2",",,,7,5,2","  14.9",",,,7,3,2","  15.7",",,,7,5,2","  18.8",",,,7,3,2","  18.1",",,,7,5,2","187.7",",,,7","0",",,,7","15.84",",7","21.00",",,,7","10.68",",,,7","180",",7","21.9",",7"
"USC00116344","2017-06","40.1101","-87.9567","205.7","OGDEN, IL US","2.6",",7","163.9","7","125.8",",7","8",",7","3",",7","0",",7","0",",7","0",",7","0",",7","0",",7","0",",7","30",",7","4",",7","12","","20170628",",,7","20170630","+,,7","20170630","+,,7","","","20170615",",,7","20170615",",,7","10.6",",7,28,","0",",,7,30,+","0",",,7,30,+","13.7",",,7,15,","33.9",",7,15,","136.9",",,,7","2654.6","7","  24.4",",,,7,3,2","  23.9",",,,7,5,2","3.0",",7","  28.9",",,,7,3,2","  26.1",",,,7,5,2","  17.2",",,,7,3,2","  18.3",",,,7,5,2","  21.1",",,,7,3,2","  20.6",",,,7,5,2","  21.5",",,,7,3,2","  21.3",",,,7,5,2","  26.3",",,,7,3,2","  23.6",",,,7,5,2","28.4",",,,7","0",",,,7","22.43",",7","28.59",",,,7","16.26",",,,7","180",",7","15.2",",7"
"USC00116344","2017-07","40.1101","-87.9567","205.7","OGDEN, IL US","1.8",",7","330.2","7","166.3",",7","13",",7","7",",7","0",",7","0",",7","0",",7","0",",7","0",",7","0",",7","31",",7","1",",7","30","","20170731","+,,7","20170731","+,,7","20170731","+,,7","2","","20170712",",,7","20170722",",,7","15.0",",7,31,+","0",",,7,31,+","0",",,7,31,+","20.1",",,7,12,","32.8",",7,22,","97.5",",,,7","0.0","7","  25.6",",,,7,3,2","  25.6",",,,7,5,2","0.0",",7","  29.4",",,,7,3,2","  27.8",",,,7,5,2","  21.1",",,,7,3,2","  22.2",",,,7,5,2","  25.0",",,,7,3,2","  23.9",",,,7,5,2","  23.6",",,,7,3,2","  23.8",",,,7,5,2","  27.4",",,,7,3,2","  25.9",",,,7,5,2","84.2",",,,7","0",",,,7","23.70",",7","28.93",",,,7","18.47",",,,7","315",",7","28.6",",7"
"USC00116344","2017-08","40.1101","-87.9567","205.7","OGDEN, IL US","1.6",",7","418.5","7","88.3",",7","10",",7","5",",7","1",",7","0",",7","0",",7","0",",7","0",",7","0",",7","30",",7","0",",7","28","","20170826",",,7","20170831","+,,7","20170831","+,,7","1","","20170829",",,7","20170821","+,,7","11.7",",7,26,","0",",,7,31,+","0",",,7,31,+","33.5",",,7,29,","30.6",",7,21,+","84.7",",,,7","2.2","7","  23.9",",,,7,3,2","  23.9",",,,7,5,2","2.2",",7","  26.7",",,,7,3,2","  25.6",",,,7,5,2","  18.9",",,,7,3,2","  20.0",",,,7,5,2","  22.8",",,,7,3,2","  22.2",",,,7,5,2","  21.4",",,,7,3,2","  21.9",",,,7,5,2","  25.0",",,,7,3,2","  24.1",",,,7,5,2","55.3",",,,7","0",",,,7","21.11",",7","26.83",",,,7","15.39",",,,7","247",",7","13.9",",7"
"USC00116344","2017-09","40.1101","-87.9567","205.7","OGDEN, IL US","2.0",",7","511.5","7","93.0",",7","5",",7","4",",7","0",",7","0",",7","0",",7","0",",7","0",",7","0",",7","28",",7","7",",7","16","","20170903",",,7","20170930","+,,7","20170930","+,,7","","","20170919",",,7","20170925","+,,7","7.8",",7,03,","0",",,7,30,+","0",",,7,30,+","23.6",",,7,19,","33.9",",7,25,+","70.4",",,,7","30.7","7","  21.1",",,,7,3,2","  22.2",",,,7,5,2","28.5",",7","  23.9",",,,7,3,2","  23.9",",,,7,5,2","  15.6",",,,7,3,2","  17.2",",,,7,5,2","  18.3",",,,7,3,2","  18.9",",,,7,5,2","  18.7",",,,7,3,2","  19.6",",,,7,5,2","  21.4",",,,7,3,2","  21.5",",,,7,5,2","42.1",",,,7","0",",,,7","20.48",",7","26.89",",,,7","14.08",",,,7","45",",7","13.9",",7"
"USC00116344","2017-10","40.1101","-87.9567","205.7","OGDEN, IL US","3.0",",7","536.9","7","25.4",",7","16",",7","9",",7","1",",7","0",",7","0",",7","0",",7","0",",7","0",",7","17",",7","0",",7","18","","20171031","+,,7","20171031","+,,7","20171031","+,,7","","","20171023",",,7","20171015",",,7","1.7",",7,31,+","0",",,7,31,+","0",",,7,31,+","49.3",",,7,23,","29.4",",7,15,","13.9",",,,7","167.8","7","  19.4",",,,7,3,2","  20.0",",,,7,5,2","137.1",",7","  20.6",",,,7,3,2","  20.6",",,,7,5,2","   8.3",",,,7,3,2","   9.4",",,,7,5,2","   9.4",",,,7,3,2","  10.6",",,,7,5,2","  14.7",",,,7,3,2","  15.6",",,,7,5,2","  16.4",",,,7,3,2","  17.0",",,,7,5,2","152.5",",,,7","0",",,,7","14.73",",7","20.02",",,,7","9.44",",,,7","247",",7","18.8",",7"
"USC00116344","2017-11","40.1101","-87.9567","205.7","OGDEN, IL US","4.0",",7","536.9","7","0.0",",7","11",",7","5",",7","0",",7","0",",7","0",",7","0",",7","19",",7","0",",7","1",",7","0",",7","18","","20171111",",,7","20171130","+,,7","20171122",",,7","","","20171119",",,7","20171106",",,7","-6.1",",7,11,","0",",,7,30,+","0",",T,7,22,","24.1",",,7,19,","21.7",",7,06,","0.0",",,,7","551.6","7","  11.7",",,,7,3,2","  12.2",",,,7,5,2","383.8",",7","  13.9",",,,7,3,2","  13.9",",,,7,5,2","   4.4",",,,7,3,2","   5.0",",,,7,5,2","   5.6",",,,7,3,2","   5.6",",,,7,5,2","   6.5",",,,7,3,2","   7.3",",,,7,5,2","   7.9",",,,7,3,2","   8.7",",,,7,5,2","64.3",",,,7","0",",T,,7","5.54",",7","11.19",",,,7","-0.12",",,,7","360",",7","18.3",",7"
"USC00116344","2017-12","40.1101","-87.9567","205.7","OGDEN, IL US","4.0",",7","536.9","7","0.0",",7","6",",7","2",",7","0",",7","8",",7","2",",7","3",",7","28",",7","11",",7","0",",7","0",",7","18","","20171228",",,7","20171231","+,,7","20171225",",,7","","","20171225",",,7","20171205",",,7","-21.7",",7,28,","127",",,7,31,+","99",",,7,25,","6.1",",,7,25,","17.8",",7,05,","0.0",",,,7","1159.1","7","   6.1",",,,7,3,2","   6.1",",,,7,5,2","607.5",",7","   8.9",",,,7,3,2","   9.4",",,,7,5,2","   0.0",",,,7,3,2","  -1.1",",,,7,5,2","   0.6",",,,7,3,2","   0.0",",,,7,5,2","   2.0",",,,7,3,2","   2.9",",,,7,5,2","   3.4",",,,7,3,2","   4.0",",,,7,5,2","14.3",",,,7","178",",,,7","-1.26",",7","3.73",",,,7","-6.26",",,,7","180",",7","19.2",",7"
"USC00116344","2018-01","40.1101","-87.9567","205.7","OGDEN, IL US","4.6",",7","0.0","7","0.0",",7","6",",7","4",",7","0",",7","15",",7","1",",7","10",",7","27",",7","16",",7","0",",7","0",",7","24","","20180103",",,7","20180102","+,,7","20180115",",,7","","","20180123",",,7","20180112",",,7","-25.6",",7,03,","127",",,7,02,+","46",",,7,15,","6.9",",,7,23,","15.0",",7,12,","0.0",",,,7","1900.0","7","   1.1",",,,7,3,2","   1.7",",,,7,5,2","740.9",",7","   5.0",",,,7,3,2","   2.8",",,,7,5,2","  -1.7",",,,7,3,2","  -3.3",",,,7,5,2","  -1.1",",,,7,3,2","  -2.2",",,,7,5,2","  -0.8",",,,7,3,2","  -1.0",",,,7,5,2","   0.2",",,,7,3,2","  -0.2",",,,7,5,2","24.1",",,,7","66",",,,7","-5.57",",7","-0.65",",,,7","-10.49",",,,7","180",",7","16.5",",7"
"USC00116344","2018-02","40.1101","-87.9567","205.7","OGDEN, IL US","4.0",",7","0.0","7","0.0",",7","14",",7","9",",7","2",",7","6",",7","1",",7","3",",7","21",",7","7",",7","0",",7","0",",7","22","","20180206",",,7","20180207","+,,7","20180206",",,7","","","20180221",",,7","20180221",",,7","-19.4",",7,06,","76",",,7,07,+","41",",,7,06,","121.2",",,7,21,","18.3",",7,21,","0.0",",,,7","2420.7","7","   6.7",",,,7,3,2","   6.1","1,,,7,5,2","520.7",",7","  11.7",",,,7,3,2","  13.9","1,,,7,5,2","  -2.2",",,,7,3,2","  -1.1","1,,,7,5,2","  -1.1",",,,7,3,2","  -0.6","1,,,7,5,2","   0.5",",,,7,3,2","   1.2","1,,,7,5,2","   2.1",",,,7,3,2","   2.5","1,,,7,5,2","197.4",",,,7","97",",,,7","-0.26",",7","4.92",",,,7","-5.45",",,,7","247",",7","18.3",",7"
"USC00116344","2018-03","40.1101","-87.9567","205.7","OGDEN, IL US","3.8",",7","0.0","7","0.0",",7","13",",7","9",",7","0",",7","2",",7","1",",7","0",",7","26",",7","0",",7","0",",7","0",",7","17","","20180316",",,7","20180325",",,7","20180325",",,7","","","20180327",",,7","20180320","+,,7","-8.3",",7,16,","102",",,7,25,","91",",,7,25,","13.2",",,7,27,","13.9",",7,20,+","0.0",",,,7","2896.4","7","   5.6",",,,7,3,2","   6.7",",,,7,5,2","475.7",",7","   8.3",",,,7,3,2","   8.3",",,,7,5,2","   0.6",",,,7,3,2","   1.1",",,,7,5,2","   1.7",",,,7,3,2","   2.8",",,,7,5,2","   2.3",",,,7,3,2","   3.2",",,,7,5,2","   4.3",",,,7,3,2","   4.8",",,,7,5,2","83.3",",,,7","127",",,,7","2.99",",7","8.25",",,,7","-2.27",",,,7","360",",7","15.2",",7"
"USC00116344","2018-04","40.1101","-87.9567","205.7","OGDEN, IL US","3.7",",7","0.0","7","0.0",",7","11",",7","7",",7","0",",7","2",",7","1",",7","0",",7","19",",7","0",",7","3",",7","0",",7","16","","20180403",",,7","20180402",",,7","20180402",",,7","","","20180414",",,7","20180413",",,7","-7.2",",7,03,","102",",,7,02,","104",",,7,02,","17.0",",,7,14,","25.0",",7,13,","19.5",",,,7","3239.9","7","  11.7",",,,7,3,2","  11.7",",,,7,5,2","343.5",",7","  13.9",",,,7,3,2","  12.8",",,,7,5,2","   1.7",",,,7,3,2","   2.8",",,,7,5,2","   3.3",",,,7,3,2","   3.3",",,,7,5,2","   5.5",",,,7,3,2","   6.5",",,,7,5,2","   8.6",",,,7,3,2","   8.7",",,,7,5,2","67.1",",,,7","138",",,,7","6.88",",7","13.11",",,,7","0.66",",,,7","292",",7","19.2",",7"
"USC00116344","2018-05","40.1101","-87.9567","205.7","OGDEN, IL US","2.8",",7","106.2","7","106.2",",7","12",",7","7",",7","1",",7","0",",7","0",",7","0",",7","0",",7","0",",7","31",",7","3",",7","22","","20180501",",,7","20180531","+,,7","20180531","+,,7","","","20180531",",,7","20180529",",,7","3.9",",7,01,","0",",,7,31,+","0",",,7,31,+","34.3",",,7,31,","35.0",",7,29,","144.0",",,,7","3246.6","7","  24.4",",,,7,3,2","  23.3",",,,7,5,2","6.7",",7","  27.2",",,,7,3,2","  25.6",",,,7,5,2","   8.9",",,,7,3,2","   9.4",",,,7,5,2","  14.4",",,,7,3,2","  12.8",",,,7,5,2","  17.4",",,,7,3,2","  17.8",",,,7,5,2","  21.2",",,,7,3,2","  20.6",",,,7,5,2","89.7",",,,7","0",",,,7","21.54",",7","27.81",",,,7","15.28",",,,7","180",",7","15.2",",7"
"USC00116344","2018-06","40.1101","-87.9567","205.7","OGDEN, IL US","2.2",",7","245.7","7","139.5",",7","13",",7","9",",7","3",",7","0",",7","0",",7","0",",7","0",",7","0",",7","30",",7","4",",7","25","","20180607",",,7","20180630","+,,7","20180630","+,,7","2","","20180611",",,7","20180630","+,,7","12.2",",7,07,","0",",,7,30,+","0",",,7,30,+","61.2",",,7,11,","32.2",",7,30,+","114.4",",,,7","3246.6","7","  25.6",",,,7,3,2","  26.1",",,,7,5,2","0.0",",7","  30.6",",,,7,3,2","  28.3",",,,7,5,2","  20.0",",,,7,3,2","  20.6",",,,7,5,2","  22.8",",,,7,3,2","  22.8",",,,7,5,2","  21.9",",,,7,3,2","  22.9",",,,7,5,2","  26.2",",,,7,3,2","  25.3",",,,7,5,2","187.6",",,,7","0",",,,7","22.98",",7","27.90",",,,7","18.07",",,,7","292",",7","21.0",",7"
